gm,date,tm,home_away,opp,result,r,ra,inn,record,rank,gb,win,loss,save,time,day_night,attendance,c_li,streak,orig_scheduled,year,ymd,game_num,is_double_header,dotw
83,"Monday, Jun 30",BOS,H,CHC,L,0,2,,38-45,4,6.5,Arrieta,Peavy,Rondón,2:59,N,37814,0.61,-1,,2014,2014-06-30,1,FALSE,Monday
84,"Tuesday, Jul 1",BOS,H,CHC,L,1,2,,38-46,4,7.5,Strop,Uehara,Rondón,3:35,N,36748,0.52,-2,,2014,2014-07-01,1,FALSE,Tuesday
85,"Wednesday, Jul 2",BOS,H,CHC,L,9,16,,38-47,4,8.5,Villanueva,Workman,,4:19,N,37055,0.38,-3,,2014,2014-07-02,1,FALSE,Wednesday
86,"Saturday, Jul 5 (1)",BOS,H,BAL,W-wo,3,2,,39-47,4,8.0,Uehara,McFarland,,2:40,D,35714,0.4,1,2014-07-04 (Rain),2014,2014-07-05,1,TRUE,Saturday
87,"Saturday, Jul 5 (2)",BOS,H,BAL,L,4,7,,39-48,4,8.0,Brach,Lackey,Britton,3:36,N,36468,0.49,-1,,2014,2014-07-05,2,TRUE,Saturday
88,"Sunday, Jul 6",BOS,H,BAL,L,6,7,12,39-49,5,9.0,Brach,Mujica,Britton,5:05,D,35811,0.39,-2,,2014,2014-07-06,1,FALSE,Sunday
89,"Monday, Jul 7",BOS,H,CHW,L,0,4,,39-50,5,10.0,Carroll,Buchholz,,2:55,N,35114,0.24,-3,,2014,2014-07-07,1,FALSE,Monday
90,"Tuesday, Jul 8",BOS,H,CHW,L,3,8,,39-51,5,10.5,Danks,Workman,,3:11,N,35345,0.18,-4,,2014,2014-07-08,1,FALSE,Tuesday
91,"Wednesday, Jul 9",BOS,H,CHW,W-wo,5,4,,40-51,5,9.5,Uehara,Guerra,,2:54,N,36218,0.13,1,,2014,2014-07-09,1,FALSE,Wednesday
92,"Thursday, Jul 10",BOS,H,CHW,W-wo,4,3,10,41-51,4,9.5,Miller,Belisario,,3:22,D,37547,0.19,2,,2014,2014-07-10,1,FALSE,Thursday
96,"Friday, Jul 18",BOS,H,KCR,W,5,4,,44-52,4,8.5,Buchholz,Downs,Uehara,3:31,N,37743,0.24,2,,2014,2014-07-18,1,FALSE,Friday
97,"Saturday, Jul 19",BOS,H,KCR,W,2,1,,45-52,4,8.5,De La Rosa,Duffy,Uehara,2:39,N,37878,0.32,3,,2014,2014-07-19,1,FALSE,Saturday
98,"Sunday, Jul 20",BOS,H,KCR,W,6,0,,46-52,4,7.5,Lester,Ventura,,2:56,D,37439,0.31,4,,2014,2014-07-20,1,FALSE,Sunday
106,"Monday, Jul 28",BOS,H,TOR,L,1,14,,48-58,5,11.0,Dickey,Buchholz,,3:15,N,37974,0.16,-1,,2014,2014-07-28,1,FALSE,Monday
107,"Tuesday, Jul 29",BOS,H,TOR,L,2,4,,48-59,5,12.0,Stroman,De La Rosa,Janssen,3:03,N,38275,0.1,-2,,2014,2014-07-29,1,FALSE,Tuesday
108,"Wednesday, Jul 30",BOS,H,TOR,L,1,6,,48-60,5,13.0,Buehrle,Workman,,2:48,N,38203,0.08,-3,,2014,2014-07-30,1,FALSE,Wednesday
109,"Friday, Aug 1",BOS,H,NYY,W,4,3,,49-60,5,12.5,Ranaudo,Capuano,Uehara,3:03,N,37782,0.04,1,,2014,2014-08-01,1,FALSE,Friday
110,"Saturday, Aug 2",BOS,H,NYY,L,4,6,,49-61,5,12.5,Kelley,Webster,Robertson,3:56,D,37302,0.05,-1,,2014,2014-08-02,1,FALSE,Saturday
111,"Sunday, Aug 3",BOS,H,NYY,L,7,8,,49-62,5,13.5,Rogers,Breslow,Robertson,3:42,N,38035,0.04,-2,,2014,2014-08-03,1,FALSE,Sunday
120,"Thursday, Aug 14",BOS,H,HOU,W,9,4,,55-65,5,14.5,Webster,Feldman,,3:19,N,38065,0.02,4,,2014,2014-08-14,1,FALSE,Thursday
121,"Friday, Aug 15",BOS,H,HOU,L,3,5,10,55-66,5,14.5,Sipp,Breslow,,3:46,N,37016,0.03,-1,,2014,2014-08-15,1,FALSE,Friday
122,"Saturday, Aug 16",BOS,H,HOU,W,10,7,,56-66,5,13.5,Wilson,Fields,,3:50,N,37652,0.01,1,,2014,2014-08-16,1,FALSE,Saturday
123,"Sunday, Aug 17",BOS,H,HOU,L,1,8,,56-67,5,14.5,McHugh,Kelly,,3:11,D,36717,0.02,-1,,2014,2014-08-17,1,FALSE,Sunday
124,"Monday, Aug 18",BOS,H,LAA,L,2,4,,56-68,5,15.5,Wilson,Workman,Jepsen,3:22,N,35170,0.01,-2,,2014,2014-08-18,1,FALSE,Monday
125,"Tuesday, Aug 19",BOS,H,LAA,L,3,4,,56-69,5,16.5,Smith,Uehara,Street,3:24,N,35471,0.01,-3,,2014,2014-08-19,1,FALSE,Tuesday
126,"Wednesday, Aug 20",BOS,H,LAA,L,3,8,,56-70,5,17.5,Rasmus,Buchholz,,3:42,N,35136,0.01,-4,,2014,2014-08-20,1,FALSE,Wednesday
127,"Thursday, Aug 21",BOS,H,LAA,L,0,2,,56-71,5,18.0,Shoemaker,De La Rosa,Grilli,3:10,N,36160,0,-5,,2014,2014-08-21,1,FALSE,Thursday
128,"Friday, Aug 22",BOS,H,SEA,L,3,5,,56-72,5,18.0,Leone,Uehara,Rodney,3:41,N,36433,0,-6,,2014,2014-08-22,1,FALSE,Friday
129,"Saturday, Aug 23",BOS,H,SEA,L,3,7,,56-73,5,18.0,Wilhelmsen,Workman,,3:28,D,36905,0,-7,,2014,2014-08-23,1,FALSE,Saturday
130,"Sunday, Aug 24",BOS,H,SEA,L,6,8,,56-74,5,18.0,Leone,Webster,Rodney,4:07,D,37022,0,-8,,2014,2014-08-24,1,FALSE,Sunday
141,"Friday, Sep 5",BOS,H,TOR,W-wo,9,8,10,62-79,5,20.5,Layne,Janssen,,3:53,N,35667,0,1,,2014,2014-09-05,1,FALSE,Friday
142,"Saturday, Sep 6",BOS,H,TOR,W,4,3,,63-79,5,19.5,Buchholz,Happ,Mujica,3:23,N,36677,0,2,,2014,2014-09-06,1,FALSE,Saturday
143,"Sunday, Sep 7",BOS,H,TOR,L,1,3,,63-80,5,20.5,Dickey,De La Rosa,Janssen,2:44,D,36261,0,-1,,2014,2014-09-07,1,FALSE,Sunday
144,"Monday, Sep 8",BOS,H,BAL,L,0,4,,63-81,5,21.5,González,Kelly,,3:08,N,35894,0,-2,,2014,2014-09-08,1,FALSE,Monday
145,"Tuesday, Sep 9",BOS,H,BAL,L,1,4,,63-82,5,22.5,Tillman,Ranaudo,Britton,3:32,N,37008,0,-3,,2014,2014-09-09,1,FALSE,Tuesday
146,"Wednesday, Sep 10",BOS,H,BAL,L,6,10,,63-83,5,23.5,Chen,Workman,O'Day,3:23,D,35374,0,-4,,2014,2014-09-10,1,FALSE,Wednesday
157,"Tuesday, Sep 23",BOS,H,TBR,L,2,6,,68-89,5,26.0,Cobb,Buchholz,,3:14,N,35566,0,-1,,2014,2014-09-23,1,FALSE,Tuesday
158,"Wednesday, Sep 24",BOS,H,TBR,W,11,3,,69-89,5,26.0,Ranaudo,Odorizzi,,3:40,N,35741,0,1,,2014,2014-09-24,1,FALSE,Wednesday
159,"Thursday, Sep 25",BOS,H,TBR,W,11,1,,70-89,5,25.0,Webster,Hellickson,,3:16,N,36590,0,2,,2014,2014-09-25,1,FALSE,Thursday
160,"Friday, Sep 26",BOS,H,NYY,L,2,3,,70-90,5,25.0,Capuano,Wright,Robertson,3:01,N,37605,0,-1,,2014,2014-09-26,1,FALSE,Friday
161,"Saturday, Sep 27",BOS,H,NYY,W,10,4,,71-90,5,24.0,Kelly,Tanaka,,3:04,D,37147,0,1,,2014,2014-09-27,1,FALSE,Saturday
162,"Sunday, Sep 28",BOS,H,NYY,L,5,9,,71-91,5,25.0,Pineda,Buchholz,,3:14,D,36879,0,-1,,2014,2014-09-28,1,FALSE,Sunday
7,"Monday, Apr 13",BOS,H,WSN,W,9,4,,5-2,1,up 1.0,Porcello,Zimmermann,,3:01,D,37203,1.01,1,,2015,2015-04-13,1,FALSE,Monday
8,"Tuesday, Apr 14",BOS,H,WSN,W,8,7,,6-2,1,up 1.0,Mujica,Treinen,Uehara,3:23,N,35258,1.03,2,,2015,2015-04-14,1,FALSE,Tuesday
9,"Wednesday, Apr 15",BOS,H,WSN,L,5,10,,6-3,1,up 1.0,Gonzalez,Miley,,3:08,D,33493,1.07,-1,,2015,2015-04-15,1,FALSE,Wednesday
10,"Friday, Apr 17",BOS,H,BAL,W-wo,3,2,,7-3,1,up 1.5,Uehara,Matusz,,3:13,N,34341,1.25,1,,2015,2015-04-17,1,FALSE,Friday
11,"Saturday, Apr 18",BOS,H,BAL,L,1,4,,7-4,1,up 1.0,Tillman,Buchholz,Britton,3:24,D,37655,1.29,-1,,2015,2015-04-18,1,FALSE,Saturday
12,"Sunday, Apr 19",BOS,H,BAL,L,3,8,,7-5,1,Tied,González,Porcello,,3:14,D,37761,1.25,-2,,2015,2015-04-19,1,FALSE,Sunday
13,"Monday, Apr 20",BOS,H,BAL,W,7,1,7,8-5,1,up 1.0,Masterson,Chen,,2:21,D,36829,1.19,1,,2015,2015-04-20,1,FALSE,Monday
20,"Monday, Apr 27",BOS,H,TOR,W-wo,6,5,,11-9,2,1.0,Uehara,Castro,,2:48,N,34739,1.12,1,,2015,2015-04-27,1,FALSE,Monday
21,"Tuesday, Apr 28",BOS,H,TOR,L,8,11,,11-10,2,2.0,Estrada,Buchholz,Cecil,4:01,N,33920,1.15,-1,,2015,2015-04-28,1,FALSE,Tuesday
22,"Wednesday, Apr 29",BOS,H,TOR,W,4,1,,12-10,2,1.0,Porcello,Dickey,Uehara,2:43,N,34220,1.15,1,,2015,2015-04-29,1,FALSE,Wednesday
23,"Friday, May 1",BOS,H,NYY,L,2,3,,12-11,3,2.0,Rogers,Tazawa,Miller,3:14,N,35444,1.2,-1,,2015,2015-05-01,1,FALSE,Friday
24,"Saturday, May 2",BOS,H,NYY,L,2,4,,12-12,3,3.0,Eovaldi,Miley,Betances,2:44,D,36611,1.14,-2,,2015,2015-05-02,1,FALSE,Saturday
25,"Sunday, May 3",BOS,H,NYY,L,5,8,,12-13,4,4.0,Warren,Kelly,Miller,3:52,N,33198,1.1,-3,,2015,2015-05-03,1,FALSE,Sunday
26,"Monday, May 4",BOS,H,TBR,L,1,5,,12-14,5,4.0,Odorizzi,Buchholz,,3:10,N,34541,0.98,-4,,2015,2015-05-04,1,FALSE,Monday
27,"Tuesday, May 5",BOS,H,TBR,W,2,0,,13-14,4,4.0,Porcello,Smyly,Uehara,2:26,N,33688,0.93,1,,2015,2015-05-05,1,FALSE,Tuesday
28,"Wednesday, May 6",BOS,H,TBR,L,3,5,,13-15,5,4.0,Colomé,Masterson,Boxberger,3:22,N,35060,1,-1,,2015,2015-05-06,1,FALSE,Wednesday
39,"Tuesday, May 19",BOS,H,TEX,W,4,3,,19-20,3,2.5,Miley,Gallardo,Uehara,2:50,N,36580,0.91,1,,2015,2015-05-19,1,FALSE,Tuesday
40,"Wednesday, May 20",BOS,H,TEX,L,1,2,,19-21,3,2.5,Klein,Kelly,Tolleson,3:13,N,35726,0.95,-1,,2015,2015-05-20,1,FALSE,Wednesday
41,"Thursday, May 21",BOS,H,TEX,L,1,3,,19-22,4,3.5,Rodríguez,Buchholz,Tolleson,2:49,N,34945,0.93,-2,,2015,2015-05-21,1,FALSE,Thursday
42,"Friday, May 22",BOS,H,LAA,L,5,12,,19-23,4,4.5,Richards,Porcello,,3:35,N,36150,0.87,-3,,2015,2015-05-22,1,FALSE,Friday
43,"Saturday, May 23",BOS,H,LAA,W,8,3,,20-23,4,3.5,Wright,Wilson,,3:09,N,37735,0.77,1,,2015,2015-05-23,1,FALSE,Saturday
44,"Sunday, May 24",BOS,H,LAA,W,6,1,,21-23,3,2.5,Miley,Santiago,,2:37,D,37742,0.86,2,,2015,2015-05-24,1,FALSE,Sunday
52,"Tuesday, Jun 2",BOS,H,MIN,W,1,0,,23-29,4,4.5,Buchholz,Pelfrey,Uehara,2:21,N,32622,0.7,1,,2015,2015-06-02,1,FALSE,Tuesday
53,"Wednesday, Jun 3 (1)",BOS,H,MIN,W,6,3,,24-29,4,5.0,Rodríguez,Hughes,,2:33,D,31704,0.75,2,2015-06-01 (Rain),2015,2015-06-03,1,TRUE,Wednesday
54,"Wednesday, Jun 3 (2)",BOS,H,MIN,L,0,2,,24-30,4,5.0,May,Porcello,Perkins,2:15,N,33291,0.74,-1,,2015,2015-06-03,2,TRUE,Wednesday
55,"Thursday, Jun 4",BOS,H,MIN,L,4,8,,24-31,5,5.5,Thompson,Uehara,,3:12,D,33615,0.71,-2,,2015,2015-06-04,1,FALSE,Thursday
56,"Friday, Jun 5",BOS,H,OAK,W,4,2,,25-31,5,5.5,Miley,Kazmir,Uehara,2:31,N,34910,0.61,1,,2015,2015-06-05,1,FALSE,Friday
57,"Saturday, Jun 6",BOS,H,OAK,W,4,2,,26-31,4,5.5,Kelly,Chavez,Uehara,3:10,D,36713,0.65,2,,2015,2015-06-06,1,FALSE,Saturday
58,"Sunday, Jun 7",BOS,H,OAK,W,7,4,,27-31,4,5.5,Wright,Clippard,Layne,3:11,D,36913,0.73,3,,2015,2015-06-07,1,FALSE,Sunday
62,"Friday, Jun 12",BOS,H,TOR,L,10,13,,27-35,5,7.0,Delabar,Tazawa,Cecil,3:24,N,37575,0.59,-4,,2015,2015-06-12,1,FALSE,Friday
63,"Saturday, Jun 13",BOS,H,TOR,L,4,5,11,27-36,5,7.0,Loup,Barnes,Cecil,3:26,D,37158,0.54,-5,,2015,2015-06-13,1,FALSE,Saturday
64,"Sunday, Jun 14",BOS,H,TOR,L,5,13,,27-37,5,8.0,Estrada,Rodríguez,,3:12,D,36296,0.45,-6,,2015,2015-06-14,1,FALSE,Sunday
65,"Monday, Jun 15",BOS,H,ATL,L,2,4,,27-38,5,9.0,Pérez,Porcello,Grilli,2:54,N,34439,0.32,-7,,2015,2015-06-15,1,FALSE,Monday
66,"Tuesday, Jun 16",BOS,H,ATL,W,9,4,,28-38,5,8.0,Miley,Teheran,,2:38,D,35662,0.27,1,,2015,2015-06-16,1,FALSE,Tuesday
72,"Tuesday, Jun 23",BOS,H,BAL,L,4,6,,31-41,5,9.5,Jiménez,Kelly,Britton,3:08,N,36508,0.36,-1,,2015,2015-06-23,1,FALSE,Tuesday
73,"Wednesday, Jun 24",BOS,H,BAL,W,5,1,,32-41,5,8.5,Buchholz,Norris,,2:38,N,37762,0.3,1,,2015,2015-06-24,1,FALSE,Wednesday
74,"Thursday, Jun 25",BOS,H,BAL,L,6,8,,32-42,5,9.0,González,Rodríguez,Britton,3:06,D,37706,0.33,-1,,2015,2015-06-25,1,FALSE,Thursday
82,"Friday, Jul 3",BOS,H,HOU,L,8,12,10,37-45,5,7.0,Hernández,Ramirez,,4:23,N,37837,0.48,-1,,2015,2015-07-03,1,FALSE,Friday
83,"Saturday, Jul 4",BOS,H,HOU,W,6,1,,38-45,5,7.0,Buchholz,McHugh,,3:02,D,36703,0.43,1,,2015,2015-07-04,1,FALSE,Saturday
84,"Sunday, Jul 5",BOS,H,HOU,W,5,4,,39-45,5,6.0,Barnes,Sipp,Uehara,4:01,D,36481,0.48,2,,2015,2015-07-05,1,FALSE,Sunday
85,"Tuesday, Jul 7",BOS,H,MIA,W,4,3,,40-45,5,5.0,Tazawa,Cishek,Uehara,2:44,N,36863,0.57,3,,2015,2015-07-07,1,FALSE,Tuesday
86,"Wednesday, Jul 8",BOS,H,MIA,W,6,3,,41-45,5,5.0,Porcello,Koehler,Uehara,2:41,N,37009,0.67,4,,2015,2015-07-08,1,FALSE,Wednesday
87,"Friday, Jul 10",BOS,H,NYY,L,1,5,,41-46,5,6.5,Pineda,Buchholz,,3:03,N,37984,0.93,-1,,2015,2015-07-10,1,FALSE,Friday
88,"Saturday, Jul 11",BOS,H,NYY,W,5,3,,42-46,5,5.5,Rodríguez,Nova,Uehara,3:10,N,38047,0.79,1,,2015,2015-07-11,1,FALSE,Saturday
89,"Sunday, Jul 12",BOS,H,NYY,L,6,8,,42-47,5,6.5,Eovaldi,Miley,,3:36,D,37283,0.91,-1,,2015,2015-07-12,1,FALSE,Sunday
97,"Friday, Jul 24",BOS,H,DET,W-wo,2,1,11,43-54,5,11.0,Masterson,Hardy,,3:42,N,37650,0.16,1,,2015,2015-07-24,1,FALSE,Friday
98,"Saturday, Jul 25",BOS,H,DET,L,1,5,,43-55,5,12.0,Simón,Wright,,2:57,D,37256,0.2,-1,,2015,2015-07-25,1,FALSE,Saturday
99,"Sunday, Jul 26",BOS,H,DET,W,11,1,,44-55,5,12.0,Rodríguez,Greene,,3:14,N,35582,0.15,1,,2015,2015-07-26,1,FALSE,Sunday
100,"Monday, Jul 27",BOS,H,CHW,L,8,10,,44-56,5,13.0,Albers,Ross,Robertson,3:54,N,37401,0.16,-1,,2015,2015-07-27,1,FALSE,Monday
101,"Tuesday, Jul 28",BOS,H,CHW,L,4,9,,44-57,5,14.0,Samardzija,Miley,,2:39,N,38063,0.13,-2,,2015,2015-07-28,1,FALSE,Tuesday
102,"Wednesday, Jul 29",BOS,H,CHW,L,2,9,,44-58,5,14.0,Quintana,Porcello,,3:42,N,37104,0.1,-3,,2015,2015-07-29,1,FALSE,Wednesday
103,"Thursday, Jul 30",BOS,H,CHW,W,8,2,,45-58,5,13.0,Wright,Sale,,2:40,N,36215,0.07,1,,2015,2015-07-30,1,FALSE,Thursday
104,"Friday, Jul 31",BOS,H,TBR,W,7,5,,46-58,5,13.0,Tazawa,McGee,Uehara,3:13,N,36715,0.09,2,,2015,2015-07-31,1,FALSE,Friday
105,"Saturday, Aug 1",BOS,H,TBR,W,11,7,,47-58,5,12.0,Kelly,Moore,Machi,3:39,D,35944,0.11,3,,2015,2015-08-01,1,FALSE,Saturday
106,"Sunday, Aug 2",BOS,H,TBR,L,3,4,,47-59,5,13.0,Geltz,Tazawa,Boxberger,3:10,D,35699,0.14,-1,,2015,2015-08-02,1,FALSE,Sunday
115,"Friday, Aug 14",BOS,H,SEA,W,15,1,,51-64,5,12.5,Kelly,Montgomery,,3:30,N,37678,0.03,1,,2015,2015-08-14,1,FALSE,Friday
116,"Saturday, Aug 15",BOS,H,SEA,W,22,10,,52-64,5,12.5,Miley,Hernández,,3:21,D,36027,0.04,2,,2015,2015-08-15,1,FALSE,Saturday
117,"Sunday, Aug 16",BOS,H,SEA,L,8,10,12,52-65,5,12.5,Rasmussen,Breslow,Farquhar,4:24,D,35260,0.05,-1,,2015,2015-08-16,1,FALSE,Sunday
118,"Monday, Aug 17",BOS,H,CLE,L,2,8,,52-66,5,13.5,Salazar,Barnes,,3:12,N,32701,0.03,-2,,2015,2015-08-17,1,FALSE,Monday
119,"Tuesday, Aug 18",BOS,H,CLE,W,9,1,,53-66,5,13.5,Rodríguez,Bauer,,2:56,N,31907,0.02,1,,2015,2015-08-18,1,FALSE,Tuesday
120,"Wednesday, Aug 19",BOS,H,CLE,W,6,4,,54-66,5,13.5,Kelly,Kluber,Tazawa,3:09,N,32465,0.02,2,,2015,2015-08-19,1,FALSE,Wednesday
121,"Thursday, Aug 20",BOS,H,KCR,W,4,1,,55-66,5,12.5,Miley,Duffy,Tazawa,2:49,N,35458,0.03,3,,2015,2015-08-20,1,FALSE,Thursday
122,"Friday, Aug 21",BOS,H,KCR,W,7,2,,56-66,5,11.5,Owens,Cueto,,2:31,N,35203,0.05,4,,2015,2015-08-21,1,FALSE,Friday
123,"Saturday, Aug 22",BOS,H,KCR,L,3,6,,56-67,5,12.5,Ventura,Barnes,Holland,3:29,N,37135,0.06,-1,,2015,2015-08-22,1,FALSE,Saturday
124,"Sunday, Aug 23",BOS,H,KCR,L,6,8,,56-68,5,13.0,Young,Tazawa,Davis,3:40,D,36151,0.03,-2,,2015,2015-08-23,1,FALSE,Sunday
131,"Monday, Aug 31",BOS,H,NYY,W,4,3,,61-70,5,13.0,Rodríguez,Nova,Machi,3:44,N,36148,0.03,1,,2015,2015-08-31,1,FALSE,Monday
132,"Tuesday, Sep 1",BOS,H,NYY,L,1,3,,61-71,5,14.0,Pineda,Porcello,Miller,2:41,N,35077,0.05,-1,,2015,2015-09-01,1,FALSE,Tuesday
133,"Wednesday, Sep 2",BOS,H,NYY,L,8,13,,61-72,5,15.0,Tanaka,Owens,,3:33,D,34416,0.02,-2,,2015,2015-09-02,1,FALSE,Wednesday
134,"Friday, Sep 4",BOS,H,PHI,W,7,5,,62-72,5,14.0,Kelly,Morgan,Ross,3:22,N,33674,0.01,1,,2015,2015-09-04,1,FALSE,Friday
135,"Saturday, Sep 5",BOS,H,PHI,W,9,2,,63-72,5,14.0,Miley,Asher,,2:24,D,36534,0.01,2,,2015,2015-09-05,1,FALSE,Saturday
136,"Sunday, Sep 6",BOS,H,PHI,W,6,2,,64-72,5,14.0,Rodríguez,Eickhoff,,2:57,D,34708,0.02,3,,2015,2015-09-06,1,FALSE,Sunday
137,"Monday, Sep 7",BOS,H,TOR,W,11,4,,65-72,4,13.0,Porcello,Buehrle,,2:48,D,33659,0.02,4,,2015,2015-09-07,1,FALSE,Monday
138,"Tuesday, Sep 8",BOS,H,TOR,L,1,5,10,65-73,5,14.0,Sanchez,Ogando,,3:23,N,33432,0.03,-1,,2015,2015-09-08,1,FALSE,Tuesday
139,"Wednesday, Sep 9",BOS,H,TOR,W,10,4,,66-73,5,13.0,Kelly,Hutchison,,3:31,N,34464,0.01,1,,2015,2015-09-09,1,FALSE,Wednesday
149,"Monday, Sep 21",BOS,H,TBR,W,8,7,,72-77,4,13.5,Machi,Gomes,Ross,3:47,N,33673,0.01,3,,2015,2015-09-21,1,FALSE,Monday
150,"Tuesday, Sep 22",BOS,H,TBR,L,2,5,,72-78,5,13.5,Moore,Owens,Boxberger,2:43,N,33673,0.01,-1,,2015,2015-09-22,1,FALSE,Tuesday
151,"Wednesday, Sep 23",BOS,H,TBR,L,2,6,,72-79,5,14.5,Smyly,Porcello,Boxberger,3:30,N,32753,0,-2,,2015,2015-09-23,1,FALSE,Wednesday
152,"Thursday, Sep 24",BOS,H,TBR,L,2,4,,72-80,5,15.0,Ramírez,Miley,Boxberger,2:39,N,34916,0,-3,,2015,2015-09-24,1,FALSE,Thursday
153,"Friday, Sep 25",BOS,H,BAL,W,7,0,,73-80,5,15.0,Hill,Gausman,,2:42,N,32411,0,1,,2015,2015-09-25,1,FALSE,Friday
154,"Saturday, Sep 26",BOS,H,BAL,W,8,0,,74-80,5,15.0,Hembree,Chen,,2:56,D,36316,0,2,,2015,2015-09-26,1,FALSE,Saturday
155,"Sunday, Sep 27",BOS,H,BAL,W,2,0,,75-80,4,15.0,Owens,Jiménez,Ross,2:28,D,33306,0,3,,2015,2015-09-27,1,FALSE,Sunday
